MTU (CET/CEST),Area,Production Type,Generation(MW)
03/01/2025 14:45:00 - 03/01/2025 15:00:00,BZN|ES,Hydro Pumped Storage,272.0
03/01/2025 15:00:00 - 03/01/2025 15:15:00,BZN|ES,Hydro Pumped Storage,348.0
03/01/2025 15:15:00 - 03/01/2025 15:30:00,BZN|ES,Hydro Pumped Storage,404.0
03/01/2025 15:30:00 - 03/01/2025 15:45:00,BZN|ES,Hydro Pumped Storage,424.0
03/01/2025 15:45:00 - 03/01/2025 16:00:00,BZN|ES,Hydro Pumped Storage,352.0
03/01/2025 16:00:00 - 03/01/2025 16:15:00,BZN|ES,Hydro Pumped Storage,348.0
03/01/2025 16:15:00 - 03/01/2025 16:30:00,BZN|ES,Hydro Pumped Storage,384.0
03/01/2025 16:30:00 - 03/01/2025 16:45:00,BZN|ES,Hydro Pumped Storage,352.0
03/01/2025 16:45:00 - 03/01/2025 17:00:00,BZN|ES,Hydro Pumped Storage,604.0
03/01/2025 17:00:00 - 03/01/2025 17:15:00,BZN|ES,Hydro Pumped Storage,764.0
03/01/2025 17:15:00 - 03/01/2025 17:30:00,BZN|ES,Hydro Pumped Storage,844.0
03/01/2025 17:30:00 - 03/01/2025 17:45:00,BZN|ES,Hydro Pumped Storage,1144.0
03/01/2025 17:45:00 - 03/01/2025 18:00:00,BZN|ES,Hydro Pumped Storage,1696.0
03/01/2025 18:00:00 - 03/01/2025 18:15:00,BZN|ES,Hydro Pumped Storage,1832.0
03/01/2025 18:15:00 - 03/01/2025 18:30:00,BZN|ES,Hydro Pumped Storage,1984.0
03/01/2025 18:30:00 - 03/01/2025 18:45:00,BZN|ES,Hydro Pumped Storage,2068.0
03/01/2025 18:45:00 - 03/01/2025 19:00:00,BZN|ES,Hydro Pumped Storage,2068.0
03/01/2025 19:00:00 - 03/01/2025 19:15:00,BZN|ES,Hydro Pumped Storage,2108.0
03/01/2025 19:15:00 - 03/01/2025 19:30:00,BZN|ES,Hydro Pumped Storage,2220.0
