MTU (CET/CEST),Area,Production Type,Generation(MW)
03/01/2025 05:00:00 - 03/01/2025 05:15:00,BZN|ES,Fossil Gas,3972.0
03/01/2025 05:15:00 - 03/01/2025 05:30:00,BZN|ES,Fossil Gas,4120.0
03/01/2025 05:30:00 - 03/01/2025 05:45:00,BZN|ES,Fossil Gas,4080.0
03/01/2025 05:45:00 - 03/01/2025 06:00:00,BZN|ES,Fossil Gas,4132.0
03/01/2025 06:00:00 - 03/01/2025 06:15:00,BZN|ES,Fossil Gas,4000.0
03/01/2025 06:15:00 - 03/01/2025 06:30:00,BZN|ES,Fossil Gas,4008.0
03/01/2025 06:30:00 - 03/01/2025 06:45:00,BZN|ES,Fossil Gas,4032.0
03/01/2025 06:45:00 - 03/01/2025 07:00:00,BZN|ES,Fossil Gas,4088.0
03/01/2025 07:00:00 - 03/01/2025 07:15:00,BZN|ES,Fossil Gas,4388.0
03/01/2025 07:15:00 - 03/01/2025 07:30:00,BZN|ES,Fossil Gas,4044.0
03/01/2025 07:30:00 - 03/01/2025 07:45:00,BZN|ES,Fossil Gas,4088.0
03/01/2025 07:45:00 - 03/01/2025 08:00:00,BZN|ES,Fossil Gas,4472.0
03/01/2025 08:00:00 - 03/01/2025 08:15:00,BZN|ES,Fossil Gas,4816.0
03/01/2025 08:15:00 - 03/01/2025 08:30:00,BZN|ES,Fossil Gas,4540.0
03/01/2025 08:30:00 - 03/01/2025 08:45:00,BZN|ES,Fossil Gas,4436.0
03/01/2025 08:45:00 - 03/01/2025 09:00:00,BZN|ES,Fossil Gas,4532.0
03/01/2025 09:00:00 - 03/01/2025 09:15:00,BZN|ES,Fossil Gas,4684.0
03/01/2025 09:15:00 - 03/01/2025 09:30:00,BZN|ES,Fossil Gas,4892.0
03/01/2025 09:30:00 - 03/01/2025 09:45:00,BZN|ES,Fossil Gas,4768.0
03/01/2025 09:45:00 - 03/01/2025 10:00:00,BZN|ES,Fossil Gas,4364.0
03/01/2025 10:00:00 - 03/01/2025 10:15:00,BZN|ES,Fossil Gas,4268.0
03/01/2025 10:15:00 - 03/01/2025 10:30:00,BZN|ES,Fossil Gas,4004.0
03/01/2025 10:30:00 - 03/01/2025 10:45:00,BZN|ES,Fossil Gas,3368.0
03/01/2025 10:45:00 - 03/01/2025 11:00:00,BZN|ES,Fossil Gas,3240.0
03/01/2025 11:00:00 - 03/01/2025 11:15:00,BZN|ES,Fossil Gas,3240.0
03/01/2025 11:15:00 - 03/01/2025 11:30:00,BZN|ES,Fossil Gas,3128.0
03/01/2025 11:30:00 - 03/01/2025 11:45:00,BZN|ES,Fossil Gas,2844.0
03/01/2025 11:45:00 - 03/01/2025 12:00:00,BZN|ES,Fossil Gas,2736.0
03/01/2025 12:00:00 - 03/01/2025 12:15:00,BZN|ES,Fossil Gas,2720.0
03/01/2025 12:15:00 - 03/01/2025 12:30:00,BZN|ES,Fossil Gas,2836.0
03/01/2025 12:30:00 - 03/01/2025 12:45:00,BZN|ES,Fossil Gas,2632.0
03/01/2025 12:45:00 - 03/01/2025 13:00:00,BZN|ES,Fossil Gas,2652.0
03/01/2025 13:00:00 - 03/01/2025 13:15:00,BZN|ES,Fossil Gas,2692.0
03/01/2025 13:15:00 - 03/01/2025 13:30:00,BZN|ES,Fossil Gas,2656.0
03/01/2025 13:30:00 - 03/01/2025 13:45:00,BZN|ES,Fossil Gas,2620.0
03/01/2025 13:45:00 - 03/01/2025 14:00:00,BZN|ES,Fossil Gas,2612.0
03/01/2025 14:00:00 - 03/01/2025 14:15:00,BZN|ES,Fossil Gas,2740.0
03/01/2025 14:15:00 - 03/01/2025 14:30:00,BZN|ES,Fossil Gas,2744.0
03/01/2025 14:30:00 - 03/01/2025 14:45:00,BZN|ES,Fossil Gas,2708.0
03/01/2025 14:45:00 - 03/01/2025 15:00:00,BZN|ES,Fossil Gas,2760.0
03/01/2025 15:00:00 - 03/01/2025 15:15:00,BZN|ES,Fossil Gas,2884.0
03/01/2025 15:15:00 - 03/01/2025 15:30:00,BZN|ES,Fossil Gas,2856.0
03/01/2025 15:30:00 - 03/01/2025 15:45:00,BZN|ES,Fossil Gas,3064.0
03/01/2025 15:45:00 - 03/01/2025 16:00:00,BZN|ES,Fossil Gas,3608.0
03/01/2025 16:00:00 - 03/01/2025 16:15:00,BZN|ES,Fossil Gas,3852.0
03/01/2025 16:15:00 - 03/01/2025 16:30:00,BZN|ES,Fossil Gas,4104.0
03/01/2025 16:30:00 - 03/01/2025 16:45:00,BZN|ES,Fossil Gas,4184.0
03/01/2025 16:45:00 - 03/01/2025 17:00:00,BZN|ES,Fossil Gas,4480.0
03/01/2025 17:00:00 - 03/01/2025 17:15:00,BZN|ES,Fossil Gas,5244.0
03/01/2025 17:15:00 - 03/01/2025 17:30:00,BZN|ES,Fossil Gas,5120.0
03/01/2025 17:30:00 - 03/01/2025 17:45:00,BZN|ES,Fossil Gas,5092.0
03/01/2025 17:45:00 - 03/01/2025 18:00:00,BZN|ES,Fossil Gas,5136.0
03/01/2025 18:00:00 - 03/01/2025 18:15:00,BZN|ES,Fossil Gas,5784.0
03/01/2025 18:15:00 - 03/01/2025 18:30:00,BZN|ES,Fossil Gas,5596.0
03/01/2025 18:30:00 - 03/01/2025 18:45:00,BZN|ES,Fossil Gas,5780.0
03/01/2025 18:45:00 - 03/01/2025 19:00:00,BZN|ES,Fossil Gas,6264.0
03/01/2025 19:00:00 - 03/01/2025 19:15:00,BZN|ES,Fossil Gas,6508.0
03/01/2025 19:15:00 - 03/01/2025 19:30:00,BZN|ES,Fossil Gas,6156.0
03/01/2025 19:30:00 - 03/01/2025 19:45:00,BZN|ES,Fossil Gas,5824.0
03/01/2025 19:45:00 - 03/01/2025 20:00:00,BZN|ES,Fossil Gas,5732.0
03/01/2025 20:00:00 - 03/01/2025 20:15:00,BZN|ES,Fossil Gas,5876.0
03/01/2025 20:15:00 - 03/01/2025 20:30:00,BZN|ES,Fossil Gas,5540.0
03/01/2025 20:30:00 - 03/01/2025 20:45:00,BZN|ES,Fossil Gas,5684.0
03/01/2025 20:45:00 - 03/01/2025 21:00:00,BZN|ES,Fossil Gas,5916.0
03/01/2025 21:00:00 - 03/01/2025 21:15:00,BZN|ES,Fossil Gas,5940.0
03/01/2025 21:15:00 - 03/01/2025 21:30:00,BZN|ES,Fossil Gas,5732.0
03/01/2025 21:30:00 - 03/01/2025 21:45:00,BZN|ES,Fossil Gas,5708.0
03/01/2025 21:45:00 - 03/01/2025 22:00:00,BZN|ES,Fossil Gas,5488.0
03/01/2025 22:00:00 - 03/01/2025 22:15:00,BZN|ES,Fossil Gas,5388.0
03/01/2025 22:15:00 - 03/01/2025 22:30:00,BZN|ES,Fossil Gas,5604.0
03/01/2025 22:30:00 - 03/01/2025 22:45:00,BZN|ES,Fossil Gas,5648.0
03/01/2025 22:45:00 - 03/01/2025 23:00:00,BZN|ES,Fossil Gas,5392.0
03/01/2025 23:00:00 - 03/01/2025 23:15:00,BZN|ES,Fossil Gas,5092.0
03/01/2025 23:15:00 - 03/01/2025 23:30:00,BZN|ES,Fossil Gas,4644.0
03/01/2025 23:30:00 - 03/01/2025 23:45:00,BZN|ES,Fossil Gas,4432.0
03/01/2025 23:45:00 - 04/01/2025 00:00:00,BZN|ES,Fossil Gas,4504.0
